Train_loss,epoch,step,test_accuracy,test_loss,val_accuracy,val_loss
1.9760067462921143,0,49,,,,
1.3995423316955566,0,99,,,,
1.1710968017578125,0,149,,,,
0.7821193933486938,0,199,,,,
0.8318694233894348,0,249,,,,
0.7293822765350342,0,299,,,,
0.6118777394294739,0,349,,,,
0.7191468477249146,0,399,,,,
0.666854977607727,0,449,,,,
0.5291299819946289,0,499,,,,
0.7683728933334351,0,549,,,,
0.33983027935028076,0,599,,,,
0.3720678687095642,0,649,,,,
0.7111250758171082,0,699,,,,
0.31069156527519226,0,749,,,,
0.3753893971443176,0,799,,,,
0.7696374654769897,0,849,,,,
0.4034217596054077,0,899,,,,
,0,918,,,0.8971428275108337,0.36046603322029114
0.46997180581092834,1,949,,,,
0.27843672037124634,1,999,,,,
0.15552225708961487,1,1049,,,,
0.18280452489852905,1,1099,,,,
0.3960827887058258,1,1149,,,,
0.5370363593101501,1,1199,,,,
0.3537435829639435,1,1249,,,,
0.29467520117759705,1,1299,,,,
0.321897029876709,1,1349,,,,
0.26508796215057373,1,1399,,,,
0.324108362197876,1,1449,,,,
0.3731645345687866,1,1499,,,,
0.21452651917934418,1,1549,,,,
0.5557156801223755,1,1599,,,,
0.23507638275623322,1,1649,,,,
0.3299102187156677,1,1699,,,,
0.3207501173019409,1,1749,,,,
0.38265934586524963,1,1799,,,,
,1,1837,,,0.915238082408905,0.28960615396499634
0.1854601949453354,2,1849,,,,
0.4996694028377533,2,1899,,,,
0.2181026041507721,2,1949,,,,
0.31206780672073364,2,1999,,,,
0.3407214283943176,2,2049,,,,
0.21720348298549652,2,2099,,,,
0.2752799987792969,2,2149,,,,
0.08027005195617676,2,2199,,,,
0.24534279108047485,2,2249,,,,
0.18316897749900818,2,2299,,,,
0.1483106017112732,2,2349,,,,
0.22790871560573578,2,2399,,,,
0.18666931986808777,2,2449,,,,
0.2844482362270355,2,2499,,,,
0.17189359664916992,2,2549,,,,
0.3016034960746765,2,2599,,,,
0.8225017189979553,2,2649,,,,
0.19447337090969086,2,2699,,,,
0.17834827303886414,2,2749,,,,
,2,2756,,,0.9249206185340881,0.2513675391674042
0.12618547677993774,3,2799,,,,
0.34658434987068176,3,2849,,,,
0.28320398926734924,3,2899,,,,
0.11626388877630234,3,2949,,,,
0.389527291059494,3,2999,,,,
0.2819664478302002,3,3049,,,,
0.3868793249130249,3,3099,,,,
0.15703798830509186,3,3149,,,,
0.5757995843887329,3,3199,,,,
0.1692214161157608,3,3249,,,,
0.15177354216575623,3,3299,,,,
0.2844075560569763,3,3349,,,,
0.11052580177783966,3,3399,,,,
0.230292409658432,3,3449,,,,
0.18102318048477173,3,3499,,,,
0.08833871781826019,3,3549,,,,
0.2101084440946579,3,3599,,,,
0.24910491704940796,3,3649,,,,
,3,3675,,,0.9338095188140869,0.22764231264591217
0.15069319307804108,4,3699,,,,
0.33263495564460754,4,3749,,,,
0.40587952733039856,4,3799,,,,
0.394071102142334,4,3849,,,,
0.19383153319358826,4,3899,,,,
0.1486220359802246,4,3949,,,,
0.5845506191253662,4,3999,,,,
0.203890860080719,4,4049,,,,
0.11834530532360077,4,4099,,,,
0.13510437309741974,4,4149,,,,
0.1082458421587944,4,4199,,,,
0.0889376550912857,4,4249,,,,
0.11633691936731339,4,4299,,,,
0.18007607758045197,4,4349,,,,
0.1151294931769371,4,4399,,,,
0.07870294153690338,4,4449,,,,
0.07984443753957748,4,4499,,,,
0.12382721900939941,4,4549,,,,
,4,4594,,,0.9374603033065796,0.20981673896312714
0.17067596316337585,5,4599,,,,
0.222793847322464,5,4649,,,,
0.16254198551177979,5,4699,,,,
0.185259610414505,5,4749,,,,
0.40988874435424805,5,4799,,,,
0.1338755488395691,5,4849,,,,
0.16426122188568115,5,4899,,,,
0.16776394844055176,5,4949,,,,
0.2737332880496979,5,4999,,,,
0.20066775381565094,5,5049,,,,
0.10124845057725906,5,5099,,,,
0.190833181142807,5,5149,,,,
0.1153918206691742,5,5199,,,,
0.32943040132522583,5,5249,,,,
0.26051831245422363,5,5299,,,,
0.12304677814245224,5,5349,,,,
0.08434109389781952,5,5399,,,,
0.08090993016958237,5,5449,,,,
0.05173228308558464,5,5499,,,,
,5,5513,,,0.94349205493927,0.19258281588554382
0.32095521688461304,6,5549,,,,
0.0618264265358448,6,5599,,,,
0.07977339625358582,6,5649,,,,
0.16056090593338013,6,5699,,,,
0.1536269187927246,6,5749,,,,
0.33762508630752563,6,5799,,,,
0.1326410472393036,6,5849,,,,
0.10100673139095306,6,5899,,,,
0.32550060749053955,6,5949,,,,
0.1353473663330078,6,5999,,,,
0.16469430923461914,6,6049,,,,
0.09959273785352707,6,6099,,,,
0.24341103434562683,6,6149,,,,
0.054958879947662354,6,6199,,,,
0.2762085795402527,6,6249,,,,
0.126803919672966,6,6299,,,,
0.3152482509613037,6,6349,,,,
0.3311481177806854,6,6399,,,,
,6,6432,,,0.9446031451225281,0.18223199248313904
0.19083765149116516,7,6449,,,,
0.09248555451631546,7,6499,,,,
0.10360744595527649,7,6549,,,,
0.037016723304986954,7,6599,,,,
0.18341299891471863,7,6649,,,,
0.2262619286775589,7,6699,,,,
0.09166157990694046,7,6749,,,,
0.10103527456521988,7,6799,,,,
0.08072543889284134,7,6849,,,,
0.2674919366836548,7,6899,,,,
0.223452627658844,7,6949,,,,
0.16360892355442047,7,6999,,,,
0.21627277135849,7,7049,,,,
0.0583774708211422,7,7099,,,,
0.08518046140670776,7,7149,,,,
0.05618465691804886,7,7199,,,,
0.15353764593601227,7,7249,,,,
0.10130415856838226,7,7299,,,,
0.13316230475902557,7,7349,,,,
,7,7351,,,0.9503174424171448,0.16651685535907745
0.03889880329370499,8,7399,,,,
0.2666997015476227,8,7449,,,,
0.049773722887039185,8,7499,,,,
0.07168020308017731,8,7549,,,,
0.18930749595165253,8,7599,,,,
0.19465571641921997,8,7649,,,,
0.08173541724681854,8,7699,,,,
0.05396820604801178,8,7749,,,,
0.16643787920475006,8,7799,,,,
0.06676439195871353,8,7849,,,,
0.02339342050254345,8,7899,,,,
0.09609495848417282,8,7949,,,,
0.41959863901138306,8,7999,,,,
0.028770463541150093,8,8049,,,,
0.12378513813018799,8,8099,,,,
0.0290367491543293,8,8149,,,,
0.12258043140172958,8,8199,,,,
0.09846065938472748,8,8249,,,,
,8,8270,,,0.9520635008811951,0.1568053960800171
0.07216548919677734,9,8299,,,,
0.09099498391151428,9,8349,,,,
0.1890472173690796,9,8399,,,,
0.13211967051029205,9,8449,,,,
0.19700324535369873,9,8499,,,,
0.12269976735115051,9,8549,,,,
0.035059019923210144,9,8599,,,,
0.06364671140909195,9,8649,,,,
0.1878678798675537,9,8699,,,,
0.04045041278004646,9,8749,,,,
0.07015646994113922,9,8799,,,,
0.17147678136825562,9,8849,,,,
0.07556914538145065,9,8899,,,,
0.10089252889156342,9,8949,,,,
0.08716917037963867,9,8999,,,,
0.03346267342567444,9,9049,,,,
0.2598591446876526,9,9099,,,,
0.026945635676383972,9,9149,,,,
,9,9189,,,0.9563491940498352,0.14882506430149078
,10,9190,0.9561974406242371,0.14141200482845306,,
,10,9190,0.9561974406242371,0.14141200482845306,,
